strategy_total_return,strategy_annual_return,strategy_annual_vol,strategy_sharpe,strategy_max_dd,strategy_win_rate,benchmark_total_return,benchmark_annual_return,benchmark_annual_vol,benchmark_sharpe,benchmark_max_dd,excess_return,annual_excess_return,information_ratio,outperform_rate,tracking_error,avg_period_return,period_win_rate,max_period_return,min_period_return,total_periods
46.98043270700339,0.3926647290941614,0.29164521263207754,1.3463781062969964,-0.411060481703146,0.5293718166383701,1.5322560229255946,0.08274863855540193,0.23155148086612332,0.35736605201521005,-0.46184706719640795,45.448176684077794,0.30991609053875946,1.8329383306932,0.5205432937181664,0.1690815699301526,0.007438974378858052,0.5840407470288624,0.33789294145647863,-0.24542588843941848,589
